step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
519,TRANSFER,1049424.26,C448865084,1049424.26,0.0,C154141586,0.0,0.0,1,0
231,TRANSFER,273821.76,C121294173,273821.76,0.0,C815544341,0.0,0.0,1,0
321,PAYMENT,3251.83,C1196798426,0.0,0.0,M1627481467,0.0,0.0,0,0
470,TRANSFER,120843.94,C1360860736,120843.94,0.0,C832749526,0.0,0.0,1,0
51,CASH_OUT,339275.64,C433192438,339275.64,0.0,C1002469873,1481576.03,1820851.68,1,0
378,CASH_OUT,266664.59,C1821195885,20858.0,0.0,C2117508284,479465.68,746130.27,0,0
400,TRANSFER,51113.0,C109032105,51113.0,0.0,C1072918822,0.0,0.0,1,0
227,CASH_OUT,409424.53,C109633493,142.0,0.0,C358266330,1407061.21,1816485.74,0,0
404,CASH_IN,333661.06,C11725389,5609817.93,5943478.99,C1939719086,1041212.41,707551.35,0,0
522,PAYMENT,2972.27,C2023583001,0.0,0.0,M1930212722,0.0,0.0,0,0
415,TRANSFER,13659.45,C1238777492,13659.45,0.0,C873898487,0.0,0.0,1,0
153,CASH_OUT,234853.95,C713785224,234853.95,0.0,C531994851,23261.5,258115.45,1,0
406,CASH_OUT,76976.59,C1734527223,0.0,0.0,C1816663560,354677.72,431654.31,0,0
324,PAYMENT,17385.45,C1241194378,141898.8,124513.35,M1845851218,0.0,0.0,0,0
262,PAYMENT,3816.9,C19333162,174621.63,170804.74,M913800041,0.0,0.0,0,0
670,TRANSFER,10000000.0,C2085303535,12113271.99,2113271.99,C1010370571,0.0,0.0,1,0
613,CASH_OUT,1005365.24,C2007750863,1005365.24,0.0,C14584832,1698044.17,2703409.41,1,0
371,CASH_OUT,138732.24,C2006405239,0.0,0.0,C207859259,290875.14,429607.37,0,0
274,TRANSFER,131594.12,C965792626,131594.12,0.0,C896468474,0.0,0.0,1,0
479,TRANSFER,799517.33,C805718496,799517.33,0.0,C1770271268,0.0,0.0,1,0
15,CASH_OUT,205266.2,C99376351,3686.0,0.0,C208630649,11232157.78,11437423.98,0,0
560,CASH_OUT,912117.82,C1749341406,912117.82,0.0,C539747264,2960454.33,3872572.14,1,0
698,CASH_OUT,10000000.0,C1460810398,10000000.0,0.0,C725953073,697508.01,10697508.01,1,0
21,PAYMENT,9181.76,C1329138786,0.0,0.0,M691982911,0.0,0.0,0,0
48,TRANSFER,337974.21,C2029593206,337974.21,0.0,C1780194403,0.0,0.0,1,0
348,CASH_OUT,252780.9,C961593229,31991.0,0.0,C1816232324,0.0,252780.9,0,0
254,PAYMENT,38967.86,C2080946708,212.0,0.0,M1039070336,0.0,0.0,0,0
377,PAYMENT,49544.13,C198163560,0.0,0.0,M97764129,0.0,0.0,0,0
155,CASH_OUT,682309.83,C1810820401,682309.83,0.0,C475334317,75517.04,757826.87,1,0
134,TRANSFER,565498.74,C1364881134,251.0,0.0,C1511961082,9236873.27,9802372.01,0,0
281,PAYMENT,6315.71,C948170948,318699.61,312383.89,M1435770644,0.0,0.0,0,0
396,PAYMENT,30054.8,C1404768073,0.0,0.0,M1194984753,0.0,0.0,0,0
329,TRANSFER,3551022.86,C156594551,3551022.86,0.0,C672862177,0.0,0.0,1,0
441,CASH_OUT,1043934.97,C2096913355,1043934.97,0.0,C1234389458,9298003.36,10341938.33,1,0
651,CASH_OUT,2935952.76,C1884318665,2935952.76,0.0,C687662145,113270.41,3049223.17,1,0
144,CASH_OUT,325732.34,C597823644,325732.34,0.0,C68854831,3734511.97,4060244.31,1,0
257,TRANSFER,211186.03,C1782191241,211186.03,0.0,C1635501277,0.0,0.0,1,0
639,CASH_OUT,246250.77,C2080432617,246250.77,0.0,C1212610718,270734.08,516984.85,1,0
147,CASH_OUT,522343.83,C1605191910,522343.83,0.0,C201338913,3135268.16,3657611.99,1,0
358,PAYMENT,2884.94,C1989172742,13009.0,10124.06,M1675317005,0.0,0.0,0,0
320,TRANSFER,248409.56,C2096636104,248409.56,0.0,C1589898085,0.0,0.0,1,0
409,CASH_OUT,71921.7,C1795660313,71921.7,0.0,C1624457512,42131.23,114052.93,1,0
396,PAYMENT,34584.05,C1837644332,150481.72,115897.66,M551716517,0.0,0.0,0,0
205,CASH_OUT,273064.49,C1151728006,0.0,0.0,C765127181,1288210.57,1561275.07,0,0
505,TRANSFER,4553004.39,C1987026797,4553004.39,0.0,C1139368675,0.0,0.0,1,0
228,CASH_OUT,158123.38,C543788062,0.0,0.0,C480489810,368661.3,526784.67,0,0
299,TRANSFER,1150561.97,C817857207,1150561.97,0.0,C1094225384,0.0,0.0,1,0
252,CASH_OUT,269279.73,C182890624,0.0,0.0,C1876906600,2004898.34,2532187.73,0,0
350,CASH_IN,94850.27,C1260354292,12450129.17,12544979.44,C1113422293,619730.34,524880.07,0,0
194,TRANSFER,2942177.94,C1416798021,2942177.94,0.0,C1082370517,0.0,0.0,1,0
251,TRANSFER,2693520.61,C2141912199,2693520.61,0.0,C598875397,0.0,0.0,1,0
32,CASH_OUT,2023920.09,C706467919,2023920.09,0.0,C338077337,1530400.88,3554320.97,1,0
282,CASH_OUT,434447.35,C1375677658,0.0,0.0,C815089326,819867.14,1254314.49,0,0
37,PAYMENT,8453.37,C1870557705,0.0,0.0,M350843407,0.0,0.0,0,0
235,CASH_IN,204151.37,C654360101,2256612.83,2460764.2,C533694595,393174.4,189023.03,0,0
352,CASH_IN,410287.06,C1155780845,3970819.41,4381106.47,C661773095,14447793.28,14037506.22,0,0
213,TRANSFER,188658.45,C1117531125,188658.45,0.0,C315033309,0.0,0.0,1,0
251,CASH_IN,218178.26,C1498106450,6836131.44,7054309.71,C1924961898,706969.26,488791.0,0,0
506,CASH_OUT,10000000.0,C1180822515,10000000.0,0.0,C758711155,1920358.24,11920358.24,1,0
253,CASH_OUT,155197.05,C630234429,0.0,0.0,C526912228,1229709.8,1579815.32,0,0
324,TRANSFER,10211.81,C1057819107,10211.81,0.0,C97284144,0.0,0.0,1,0
383,TRANSFER,167907.12,C964428747,167907.12,0.0,C455719432,0.0,0.0,1,0
326,CASH_OUT,393103.46,C417797381,720.0,0.0,C2042730242,272501.5,665604.97,0,0
186,TRANSFER,533082.77,C1602541629,0.0,0.0,C347983806,1630349.62,2163432.39,0,0
567,CASH_OUT,1839972.36,C111188799,1839972.36,0.0,C493262477,172909.36,2012881.72,1,0
214,TRANSFER,1368391.5,C1099567292,1368391.5,0.0,C219699784,0.0,0.0,1,0
581,CASH_OUT,155002.83,C1511917182,155002.83,0.0,C30026767,0.0,155002.83,1,0
131,CASH_OUT,61222.8,C1577709140,49575.0,0.0,C795614244,88480.31,149703.11,0,0
599,TRANSFER,1074.81,C111480828,1074.81,0.0,C1848921625,0.0,0.0,1,0
313,CASH_IN,133241.13,C826706971,10843787.86,10977028.98,C1434976223,346080.19,212839.07,0,0
352,CASH_OUT,199974.24,C566609387,21345.0,0.0,C1476976592,524330.65,724304.88,0,0
210,PAYMENT,5550.58,C1903216186,0.0,0.0,M1726647292,0.0,0.0,0,0
446,TRANSFER,7782452.17,C1751529795,7782452.17,0.0,C1669818195,0.0,0.0,1,0
247,CASH_OUT,76646.05,C1873858924,76646.05,0.0,C587506100,0.0,76646.05,1,0
202,CASH_IN,141892.33,C1200707677,40242.0,182134.33,C2111438828,0.0,0.0,0,0
16,CASH_IN,20819.56,C994853402,10040.0,30859.56,C476935624,3356901.89,3336082.32,0,0
632,CASH_OUT,52541.42,C2040719079,52541.42,0.0,C1305749769,0.0,52541.42,1,0
596,CASH_OUT,196385.55,C249207419,196385.55,0.0,C1620122433,0.0,196385.55,1,0
474,TRANSFER,4297660.22,C359489555,126419.22,0.0,C578952332,4747152.29,9044812.51,0,0
288,PAYMENT,23760.37,C1062189255,0.0,0.0,M1629649236,0.0,0.0,0,0
365,TRANSFER,86258.11,C1449357986,86258.11,0.0,C185244782,0.0,0.0,1,0
66,CASH_OUT,3444943.59,C127639062,3444943.59,0.0,C1426710143,217174.65,3662118.24,1,0
639,CASH_OUT,349627.64,C432374768,349627.64,0.0,C1055938470,0.0,349627.64,1,0
332,TRANSFER,19226.25,C56751982,19226.25,0.0,C2138523923,0.0,0.0,1,0
180,CASH_OUT,170022.92,C607583342,20479.0,0.0,C1363796342,34588.58,204611.49,0,0
404,CASH_IN,129349.78,C1791606570,1412490.26,1541840.04,C1580003717,3218832.15,3089482.37,0,0
331,CASH_OUT,427503.76,C276800386,27624.0,0.0,C979759312,613947.4,1041451.16,0,0
42,TRANSFER,513870.64,C545142751,115780.44,0.0,C1503350940,62416.82,576287.46,0,0
612,TRANSFER,49423.31,C770927537,49423.31,0.0,C1726957418,0.0,0.0,1,0
261,TRANSFER,625220.14,C1213124411,3680.0,0.0,C1097583487,0.0,625220.14,0,0
141,PAYMENT,9089.15,C916609715,36375.0,27285.85,M1988694494,0.0,0.0,0,0
343,TRANSFER,802417.45,C517450408,802417.45,0.0,C1440068099,0.0,0.0,1,0
664,CASH_OUT,639991.03,C1750763630,639991.03,0.0,C2000520198,0.0,639991.03,1,0
310,CASH_OUT,1868438.44,C715029330,1868438.44,0.0,C236534502,0.0,1868438.44,1,0
376,PAYMENT,4380.87,C1905195786,61697.0,57316.13,M1696648071,0.0,0.0,0,0
160,CASH_IN,246005.31,C1269392093,5793051.14,6039056.45,C75474253,1738742.23,1492736.92,0,0
733,CASH_OUT,105903.18,C2086760344,105903.18,0.0,C1155351357,350240.31,456143.49,1,0
380,PAYMENT,5466.03,C1896561078,0.0,0.0,M831854039,0.0,0.0,0,0
348,TRANSFER,7445820.78,C1893971699,7445820.78,0.0,C520742045,0.0,0.0,1,0
502,CASH_OUT,613020.85,C1744558124,613020.85,0.0,C1412203774,940884.76,1553905.61,1,0
14,CASH_OUT,137112.54,C1342508023,20753.0,0.0,C1940691119,1140069.07,1162075.73,0,0
235,TRANSFER,2684260.67,C1730345649,2684260.67,0.0,C1466122025,0.0,0.0,1,0
262,PAYMENT,6210.29,C2003995053,2511.0,0.0,M417138511,0.0,0.0,0,0
162,CASH_IN,315033.43,C1183487000,1317046.65,1632080.08,C945553104,2597481.08,2282447.65,0,0
672,TRANSFER,330756.72,C2036720607,330756.72,0.0,C2048695496,0.0,0.0,1,0
181,CASH_OUT,109880.17,C2115246488,0.0,0.0,C52924809,186602.52,296482.69,0,0
572,CASH_OUT,1351104.53,C1272694533,1351104.53,0.0,C2033398218,0.0,1351104.53,1,0
400,CASH_OUT,423485.76,C1704926667,49659.0,0.0,C1617186730,0.0,423485.76,0,0
599,PAYMENT,8496.83,C1081657187,7821.29,0.0,M147033593,0.0,0.0,0,0
182,PAYMENT,25632.28,C247850379,0.0,0.0,M1760492479,0.0,0.0,0,0
18,CASH_OUT,295664.18,C1446413189,295664.18,0.0,C185805228,10184336.54,10480000.72,1,0
672,CASH_OUT,330756.72,C550919269,330756.72,0.0,C2020707965,251495.1,582251.83,1,0
711,CASH_OUT,219407.52,C1586194508,219407.52,0.0,C675616204,197970.87,417378.38,1,0
201,PAYMENT,4325.38,C1542855541,0.0,0.0,M1285608941,0.0,0.0,0,0
40,CASH_OUT,2757431.53,C82669876,2757431.53,0.0,C1462250062,0.0,2757431.53,1,0
160,CASH_OUT,258380.93,C754373347,72385.0,0.0,C671596151,0.0,258380.93,0,0
15,CASH_OUT,81672.99,C501090167,0.0,0.0,C384887832,2442384.1,2573505.43,0,0
572,CASH_OUT,262960.23,C1968069428,262960.23,0.0,C743933845,0.0,262960.23,1,0
610,TRANSFER,493538.8,C875380581,493538.8,0.0,C2141157779,0.0,0.0,1,0
230,PAYMENT,16053.54,C1458201864,250853.74,234800.2,M1315401855,0.0,0.0,0,0
279,TRANSFER,601222.02,C1700633166,601222.02,0.0,C1334915379,0.0,0.0,1,0
46,PAYMENT,490.47,C58704060,16167.0,15676.53,M843391576,0.0,0.0,0,0
38,TRANSFER,2395.29,C1015615322,2395.29,0.0,C503986394,0.0,0.0,1,0
64,TRANSFER,104957.85,C1844789908,104957.85,0.0,C2049190094,0.0,0.0,1,0
188,PAYMENT,9294.94,C1526680131,330741.83,321446.89,M187276454,0.0,0.0,0,0
156,CASH_IN,281416.71,C976415246,1656908.63,1938325.34,C746452317,543485.66,262068.96,0,0
154,PAYMENT,17689.76,C1444667183,50609.0,32919.24,M1822797738,0.0,0.0,0,0
349,CASH_OUT,45380.8,C1471388330,42390.46,0.0,C1603107810,534973.12,580353.92,0,0
1,CASH_OUT,153596.45,C979532928,711133.71,557537.26,C1360767589,1954368.93,2107965.39,0,0
637,TRANSFER,107246.03,C1311270979,107246.03,0.0,C1050312634,0.0,0.0,1,0
275,PAYMENT,9977.72,C1252578982,41887.96,31910.24,M1458159164,0.0,0.0,0,0
13,CASH_OUT,2686564.04,C901331326,2686564.04,0.0,C1662761228,438199.37,3124763.41,1,0
399,TRANSFER,1082200.06,C1568123931,1082200.06,0.0,C997567120,0.0,0.0,1,0
646,CASH_OUT,6468916.64,C1530429651,6468916.64,0.0,C188203281,35684.9,6504601.55,1,0
573,CASH_OUT,1298609.73,C664375770,1298609.73,0.0,C1213183928,0.0,1298609.73,1,0
17,PAYMENT,27496.76,C1407280468,0.0,0.0,M863075319,0.0,0.0,0,0
144,TRANSFER,102750.55,C231882139,102750.55,0.0,C908283595,0.0,0.0,1,0
709,CASH_OUT,242296.17,C657317205,242296.17,0.0,C144113427,0.0,242296.17,1,0
17,CASH_OUT,305627.0,C1600031018,305627.0,0.0,C1971951800,7699847.16,8005474.16,1,0
55,TRANSFER,109028.8,C215685392,109028.8,0.0,C1679780828,0.0,0.0,1,0
211,CASH_OUT,157137.97,C860207877,157137.97,0.0,C792885931,3163298.04,3320436.01,1,0
13,CASH_OUT,255244.29,C1111294743,142111.08,0.0,C384996946,2233748.11,2488992.4,0,0
265,CASH_OUT,415437.27,C1764187305,415437.27,0.0,C21991437,1355367.57,1770804.84,1,0
160,PAYMENT,43395.1,C2147423750,1149.0,0.0,M1527805113,0.0,0.0,0,0
99,TRANSFER,286670.9,C2005707747,286670.9,0.0,C1830145397,0.0,0.0,1,0
131,PAYMENT,24904.19,C244481215,0.0,0.0,M505831181,0.0,0.0,0,0
558,TRANSFER,2190762.32,C1364952326,2190762.32,0.0,C424812377,0.0,0.0,1,0
13,CASH_OUT,208082.29,C1697288690,19489.54,0.0,C289933148,7865075.49,8012123.04,0,0
178,CASH_OUT,375297.66,C2095212735,71175.0,0.0,C1835350880,269540.03,644837.69,0,0
14,CASH_OUT,75215.92,C1406583854,0.0,0.0,C1985806378,794372.66,1011780.44,0,0
140,TRANSFER,6783.47,C2103265286,6783.47,0.0,C1983881188,0.0,0.0,1,0
37,PAYMENT,6878.22,C1216868254,37738.04,30859.82,M1193531412,0.0,0.0,0,0
130,CASH_IN,193327.4,C1825029150,8163932.05,8357259.46,C884175856,198540.64,5213.23,0,0
549,CASH_OUT,29473.67,C481578006,29473.67,0.0,C114865271,32212.58,61686.25,1,0
232,PAYMENT,10659.93,C83589828,31084.0,20424.07,M473702148,0.0,0.0,0,0
299,CASH_IN,275887.11,C1035891293,2075745.64,2351632.75,C1682173312,308542.57,32655.46,0,0
356,PAYMENT,578.81,C940868465,128098.21,127519.4,M1231068686,0.0,0.0,0,0
351,PAYMENT,71.6,C246856288,0.0,0.0,M1726078410,0.0,0.0,0,0
497,CASH_OUT,1939519.45,C1454351572,1939519.45,0.0,C93303375,38036.62,1977556.07,1,0
164,CASH_IN,309840.75,C1041848193,10130948.58,10440789.33,C1650001801,3221450.63,2911609.88,0,0
134,CASH_OUT,304895.54,C880003033,25780.0,0.0,C481098755,0.0,304895.54,0,0
467,TRANSFER,2108440.98,C581609779,2108440.98,0.0,C224105862,0.0,0.0,1,0
639,CASH_OUT,711932.67,C224350249,711932.67,0.0,C1555994470,20563.09,732495.77,1,0
129,CASH_IN,138507.0,C759624030,5523.0,144030.0,C565550254,786575.37,648068.37,0,0
154,PAYMENT,26210.93,C1832777631,250906.38,224695.44,M1796810296,0.0,0.0,0,0
564,CASH_OUT,30245.46,C981155027,30245.46,0.0,C590362838,178594.07,208839.53,1,0
143,CASH_OUT,267032.86,C1674176807,180201.0,0.0,C1819657067,577936.22,844969.08,0,0
185,CASH_OUT,195728.43,C542157091,121.0,0.0,C1277878622,0.0,195728.43,0,0
260,TRANSFER,8332002.94,C1485613101,8332002.94,0.0,C397739299,0.0,0.0,1,0
252,CASH_IN,97423.93,C1118488668,1511386.68,1608810.61,C249567389,4942694.11,4845270.18,0,0
613,CASH_OUT,86002.09,C1363187770,86002.09,0.0,C1320785064,0.0,86002.09,1,0
600,CASH_OUT,3455440.17,C2035809060,3455440.17,0.0,C1375290514,333449.12,3788889.29,1,0
461,CASH_OUT,873356.47,C528486707,873356.47,0.0,C759025632,105657.71,979014.18,1,0
552,TRANSFER,692743.57,C1785747825,692743.57,0.0,C1989613920,0.0,0.0,1,0
404,CASH_OUT,20033.5,C1704705883,17973.0,0.0,C1746413256,0.0,20033.5,0,0
247,TRANSFER,333082.71,C1332702654,333082.71,0.0,C858197889,0.0,0.0,1,0
235,CASH_OUT,309958.79,C587256083,309958.79,0.0,C104306099,0.0,247510.12,1,0
394,CASH_OUT,1303543.6,C1998756737,1303543.6,0.0,C786060499,48368.97,1351912.57,1,0
216,TRANSFER,1484280.73,C1990030669,0.0,0.0,C627387758,5168691.29,6652972.02,0,0
82,TRANSFER,10000000.0,C1237313447,10987591.59,987591.59,C1468356154,0.0,0.0,1,0
143,CASH_OUT,171337.99,C522387015,171337.99,0.0,C1649774015,359188.01,530526.01,1,0
724,CASH_OUT,501425.84,C1112202399,501425.84,0.0,C1546219364,0.0,501425.84,1,0
14,CASH_IN,263100.06,C2121662618,6163.0,269263.06,C996722286,324127.49,61027.43,0,0
680,CASH_OUT,10000000.0,C2129111288,10000000.0,0.0,C503344531,128711.99,10128711.99,1,0
664,TRANSFER,331729.06,C1287144716,331729.06,0.0,C1962276701,0.0,0.0,1,0
325,CASH_IN,18648.09,C1804355342,5035347.1,5053995.19,C552741315,590729.92,572081.83,0,0
514,CASH_OUT,713404.6,C1514010687,713404.6,0.0,C854835248,0.0,713404.6,1,0
187,CASH_OUT,68417.05,C837933663,1724.0,0.0,C880092896,1155000.09,1223417.14,0,0
257,CASH_OUT,20729.38,C753595110,10045.0,0.0,C1867964619,0.0,20729.38,0,0
306,PAYMENT,1307.09,C1973220983,21551.0,20243.91,M536209699,0.0,0.0,0,0
357,PAYMENT,11355.1,C845998191,1160.0,0.0,M1923636685,0.0,0.0,0,0
543,CASH_OUT,74436.56,C1022475357,74436.56,0.0,C1086411656,201151.33,275587.89,1,0
249,CASH_OUT,47128.43,C1104815594,49672.0,2543.57,C392834108,0.0,47128.43,0,0
274,TRANSFER,49210.21,C10982843,49210.21,0.0,C803239144,0.0,0.0,1,0
203,PAYMENT,26366.64,C93828455,11597.0,0.0,M569530004,0.0,0.0,0,0
507,CASH_OUT,781183.07,C1116414209,781183.07,0.0,C978336894,222966.53,1004149.6,1,0
324,TRANSFER,21580.37,C765450059,21580.37,0.0,C125935569,0.0,0.0,1,0
402,DEBIT,1727.95,C914236533,90654.65,88926.7,C2071885691,218535.1,220263.05,0,0
398,CASH_OUT,70276.38,C1370748182,0.0,0.0,C747468789,1458010.67,1528287.05,0,0
393,CASH_OUT,165955.24,C1071436269,110166.0,0.0,C642673340,219381.19,385336.42,0,0
409,CASH_IN,107089.06,C1717795457,926.0,108015.06,C1822404042,0.0,0.0,0,0
209,CASH_IN,50446.68,C292437453,1880614.92,1931061.6,C789067205,75861.58,25414.9,0,0
90,CASH_OUT,134515.36,C1389046188,134515.36,0.0,C257288692,29488.06,164003.41,1,0
514,TRANSFER,713404.6,C278286115,713404.6,0.0,C1132642715,0.0,0.0,1,0
308,CASH_OUT,45858.49,C1864525843,0.0,0.0,C913022655,68207.22,114065.72,0,0
704,TRANSFER,158788.32,C1342183875,158788.32,0.0,C86858954,0.0,0.0,1,0
585,TRANSFER,8286342.51,C1448634544,8286342.51,0.0,C2054992748,0.0,0.0,1,0
329,CASH_IN,64663.76,C1727181123,1280132.3,1344796.06,C49741807,2293231.79,2228568.03,0,0
654,CASH_OUT,114627.08,C857672087,114627.08,0.0,C1387515555,0.0,114627.08,1,0
22,CASH_OUT,177525.41,C1589823138,0.0,0.0,C1394304548,1043089.47,1220614.88,0,0
324,TRANSFER,1044683.15,C1267640950,0.0,0.0,C1203354326,1986260.81,3030943.96,0,0
410,TRANSFER,2876010.51,C22941522,2876010.51,0.0,C1821408221,0.0,0.0,1,0
523,CASH_OUT,951451.17,C1441123126,951451.17,0.0,C667076483,1430666.86,2382118.03,1,0
79,TRANSFER,1619331.51,C144675030,1619331.51,0.0,C660991644,0.0,0.0,1,0
14,PAYMENT,10446.52,C952566780,0.0,0.0,M1037941317,0.0,0.0,0,0
395,CASH_IN,417840.53,C961936036,2384898.68,2802739.21,C2140344648,1227586.31,809745.78,0,0
399,PAYMENT,87025.11,C684857721,12078.0,0.0,M1390595525,0.0,0.0,0,0
311,TRANSFER,2479691.37,C760905654,2479691.37,0.0,C584068116,0.0,0.0,1,0
674,CASH_OUT,3288377.47,C1509113687,3288377.47,0.0,C579531437,158090.12,3446467.59,1,0
8,CASH_OUT,209164.1,C1605531542,0.0,0.0,C875761527,1300764.44,1238942.28,0,0
728,TRANSFER,287040.14,C601193350,287040.14,0.0,C676682698,0.0,0.0,1,0
302,CASH_OUT,242012.58,C423234069,0.0,0.0,C303484092,2659854.38,2869009.78,0,0
18,CASH_OUT,9131.0,C895161073,9131.0,0.0,C1762082057,133084.02,142215.02,1,0
143,CASH_OUT,3222396.0,C492515699,3222396.0,0.0,C527244596,112132.82,3334528.82,1,0
617,TRANSFER,10000000.0,C1612182760,12542664.27,2542664.27,C455244250,0.0,0.0,1,0
155,CASH_IN,164303.49,C1236674972,83442.0,247745.49,C1843194365,4581345.32,4417041.83,0,0
209,CASH_OUT,298440.49,C1813665450,109435.17,0.0,C50432377,390423.55,688864.03,0,0
177,TRANSFER,63210.91,C389894341,63210.91,0.0,C118998348,0.0,0.0,1,0
323,CASH_OUT,371178.3,C2048857070,195.0,0.0,C23481204,0.0,371178.3,0,0
10,PAYMENT,21939.23,C966238116,0.0,0.0,M431866343,0.0,0.0,0,0
187,CASH_IN,3996.13,C130053615,10099714.39,10103710.52,C1162648274,2564923.35,2149810.75,0,0
345,TRANSFER,927729.13,C1055707930,927729.13,0.0,C587273362,0.0,0.0,1,0
205,CASH_IN,26144.73,C1876268486,23165.0,49309.73,C1072246240,679129.22,652984.49,0,0
298,CASH_OUT,60959.81,C316460678,10542.0,0.0,C1086654517,297629.19,358589.0,0,0
163,CASH_OUT,109480.44,C462695952,35608.0,0.0,C315161875,414605.48,524085.92,0,0
48,CASH_OUT,146966.3,C1146423945,0.0,0.0,C96885925,175027.37,321993.66,0,0
704,CASH_OUT,672812.53,C1360389351,672812.53,0.0,C1009791419,0.0,672812.53,1,0
461,TRANSFER,227955.85,C32167725,227955.85,0.0,C1980945664,0.0,0.0,1,0
138,CASH_OUT,217857.7,C2013620492,0.0,0.0,C600929605,665465.35,883323.05,0,0
535,TRANSFER,606501.57,C602476051,606501.57,0.0,C2044007748,0.0,0.0,1,0
93,CASH_IN,64176.57,C1441448966,5638159.04,5702335.61,C465840546,1757821.93,1693645.36,0,0
350,CASH_IN,105349.99,C532238126,7613130.21,7718480.21,C1588959620,652549.32,547199.33,0,0
309,CASH_IN,66040.97,C931856377,9914438.93,9980479.89,C157568520,679407.29,613366.32,0,0
83,TRANSFER,286769.07,C1444107396,286769.07,0.0,C1562027253,0.0,0.0,1,0
350,PAYMENT,9108.05,C725831391,0.0,0.0,M1946577026,0.0,0.0,0,0
680,CASH_OUT,28399.72,C1669123566,28399.72,0.0,C1364689982,128264.68,156664.4,1,0
316,TRANSFER,607684.02,C603912506,607684.02,0.0,C100427864,0.0,0.0,1,0
18,CASH_OUT,152648.42,C1386624618,39007.06,0.0,C1208032448,618585.38,1195271.31,0,0
12,CASH_OUT,2066467.64,C684252268,2066467.64,0.0,C2027569559,194510.24,3098566.67,1,0
582,TRANSFER,1270565.77,C2113990819,1270565.77,0.0,C529741331,0.0,0.0,1,0
130,CASH_OUT,52720.88,C1258233848,11314.0,0.0,C1981345204,377288.19,430009.07,0,0
646,CASH_OUT,43071.62,C1262709265,43071.62,0.0,C1378862826,21624.42,64696.03,1,0
349,CASH_OUT,64069.65,C1810566617,13219.84,0.0,C1581617477,107313.39,171383.04,0,0
235,CASH_OUT,638487.85,C810576421,638487.85,0.0,C393990898,0.0,638487.85,1,0
291,TRANSFER,2324907.08,C1426577344,2324907.08,0.0,C1833411414,0.0,0.0,1,0
81,TRANSFER,82527.13,C538871976,82527.13,0.0,C1208558259,0.0,0.0,1,0
130,PAYMENT,50647.07,C1169820306,12869.0,0.0,M1196147081,0.0,0.0,0,0
374,CASH_OUT,102937.97,C1830494021,63322.0,0.0,C631732230,23587.44,126525.41,0,0
12,CASH_OUT,1041647.06,C169939918,1041647.06,0.0,C1673501963,52730.33,1094377.39,1,0
400,CASH_OUT,245155.25,C1770262477,245155.25,0.0,C499608473,547471.95,792627.19,1,0
352,CASH_IN,124545.18,C680966309,204.0,124749.18,C1635530763,2545493.71,2420948.53,0,0
118,TRANSFER,897427.17,C1163712001,897427.17,0.0,C2016806245,0.0,0.0,1,0
39,PAYMENT,6136.09,C1584966889,219972.52,213836.44,M603628538,0.0,0.0,0,0
634,TRANSFER,114864.37,C386742886,114864.37,0.0,C758149808,0.0,0.0,1,0
19,CASH_OUT,81357.92,C1324925404,2672.0,0.0,C199299242,347827.94,429185.86,0,0
77,TRANSFER,2149976.69,C1907685273,2149976.69,0.0,C2107203461,0.0,0.0,1,0
14,CASH_OUT,204280.71,C1429931627,0.0,0.0,C1571443299,495563.21,632249.98,0,0
328,CASH_OUT,49939.64,C1436202324,262.0,0.0,C2121672304,74139.08,124078.72,0,0
158,CASH_OUT,121084.85,C1421304216,12134.0,0.0,C25618394,0.0,121084.85,0,0
204,CASH_OUT,81244.31,C2103928178,81244.31,0.0,C767985950,62279.28,143523.59,1,0
347,PAYMENT,5858.98,C1350438562,0.0,0.0,M1857787682,0.0,0.0,0,0
253,PAYMENT,13009.62,C791796925,0.0,0.0,M109809970,0.0,0.0,0,0
118,CASH_OUT,50845.13,C835169130,50845.13,0.0,C574444599,2739530.31,2790375.44,1,0
399,CASH_IN,81820.1,C470681289,27524360.24,27606180.34,C611492581,543102.71,461282.61,0,0
105,CASH_OUT,35496.47,C1303610178,35496.47,0.0,C1251609442,123871.82,159368.28,1,0
601,TRANSFER,74854.93,C865504538,74854.93,0.0,C682036673,0.0,0.0,1,0
373,CASH_OUT,257964.74,C580979250,0.0,0.0,C61351638,5951098.21,6209062.95,0,0
332,CASH_OUT,123614.59,C1608447133,0.0,0.0,C940630045,7594279.96,7717894.55,0,0
255,CASH_IN,196706.38,C594167629,26822184.38,27018890.76,C618713432,5362971.27,5166264.89,0,0
214,CASH_OUT,225414.34,C1102210586,45554.0,0.0,C354172677,0.0,225414.34,0,0
141,PAYMENT,18908.79,C662052204,0.0,0.0,M2031928539,0.0,0.0,0,0
501,TRANSFER,8020192.15,C1191681942,8020192.15,0.0,C916997353,0.0,0.0,1,0
672,TRANSFER,7218629.01,C426878281,7218629.01,0.0,C1596412871,0.0,0.0,1,0
183,PAYMENT,20277.79,C477543702,31381.0,11103.21,M2145937758,0.0,0.0,0,0
181,CASH_OUT,332729.54,C645124798,0.0,0.0,C1797918851,613712.35,946441.9,1,0
236,CASH_OUT,170620.71,C755446367,0.0,0.0,C88469447,327851.91,498472.62,0,0
188,PAYMENT,9645.27,C500438048,430.0,0.0,M1317805206,0.0,0.0,0,0
